292.579956054688,241.931976318359
294.938903808594,177.327117919922
297.456481933594,112.391990661621
299.872680664062,78.6156921386719
259.465881347656,133.291076660156
248.206146240234,174.865661621094
239.490829467773,216.328414916992
238.527923583984,231.189437866211
332.694427490234,139.47900390625
344.009490966797,183.630126953125
352.001281738281,227.945083618164
352.577850341797,244.534454345703
276.910491943359,241.193283081055
271.917572021484,305.467163085938
263.434356689453,353.036804199219
255.149063110352,370.889892578125
308.47021484375,242.689651489258
316.788513183594,310.275817871094
318.538208007812,359.657287597656
322.054046630859,377.199645996094
296.8193359375,128.684539794922
235.992202758789,245.221740722656
251.847549438477,234.300964355469
355.220947265625,258.503234863281
356.695465087891,237.386596679688
2022,8
18,15
46,9.969
