270.194427490234,241.079711914062
265.843078613281,177.746459960938
261.484954833984,114.381202697754
269.378631591797,85.5506439208984
227.595809936523,136.320251464844
214.648101806641,178.218643188477
207.591217041016,219.462814331055
208.452789306641,234.570999145508
298.0693359375,139.988372802734
308.422790527344,180.85530090332
321.378387451172,220.926116943359
326.392517089844,236.613525390625
254.901870727539,242.046905517578
250.432815551758,305.074798583984
260.674438476562,356.063018798828
256.224761962891,375.125122070312
285.241546630859,240.232940673828
294.412811279297,306.408447265625
308.706848144531,351.472412109375
317.523406982422,365.243743896484
262.579132080078,130.256958007812
208.825347900391,246.571502685547
214.461273193359,238.134689331055
332.505767822266,248.750518798828
336.224243164062,236.309936523438
2022,8
18,15
46,17.236
